category,grp,code,descript
TYPE CNS  ,               ,1,Fire Resistive                                    
TYPE CNS  ,               ,2,Heavy Timber                                      
TYPE CNS  ,               ,3,Protected Non-combustible                         
TYPE CNS  ,               ,4,Unprotected Non-combustible                       
TYPE CNS  ,               ,5,Protected Ordinary                                
TYPE CNS  ,               ,6,Unprotected Ordinary                              
TYPE CNS  ,               ,7,Protected Wood Frame                              
TYPE CNS  ,               ,8,Unprotected Wood Frame                            
TYPE CNS  ,               ,9,Not Classified                                    
TYPE MAT  ,9,0,Undetermined                                      
TYPE MAT  ,1,10,Gas                                               
TYPE MAT  ,1,11,Natural Gas                                       
TYPE MAT  ,1,12,Lp-city Gas                                       
TYPE MAT  ,1,13,Manufactured Gas                                  
TYPE MAT  ,1,14,Lp-gas                                            
TYPE MAT  ,1,15,Anesthetic Gas                                    
TYPE MAT  ,1,16,Acetylene                                         
TYPE MAT  ,1,17,Specialty Gas                                     
TYPE MAT  ,1,19,Gas (class)                                       
TYPE MAT  ,2,20,Flammable Liquid                                  
TYPE MAT  ,2,21,Class 1a Flammable Liquid                         
TYPE MAT  ,2,22,Class 1b Flammable Liquid                         
TYPE MAT  ,2,23,Gasoline                                          
TYPE MAT  ,2,24,Class 1c Flammable Liquid                         
TYPE MAT  ,2,25,Class Ii Combustible Liquid                       
TYPE MAT  ,2,26,Class Iiia Combustible Liquid                     
TYPE MAT  ,2,27,Class Iiib Combustible Liquid                     
TYPE MAT  ,2,29,"Flammable, Combustible Liquid                     "
TYPE MAT  ,3,30,Volatile Solid/Chemical                           
TYPE MAT  ,3,31,"Fat, Grease                                       "
TYPE MAT  ,3,32,Grease (non Food)                                 
TYPE MAT  ,3,33,Polish                                            
TYPE MAT  ,3,34,"Adhesive, Resin, Tar                              "
TYPE MAT  ,3,35,"Applied Paint, Varnish                            "
TYPE MAT  ,3,36,Combustible Metal                                 
TYPE MAT  ,3,37,Solid Chemical                                    
TYPE MAT  ,3,38,Radioactive Material                              
TYPE MAT  ,3,39,Volatile Chemical (class)                         
TYPE MAT  ,4,40,Plastic                                           
TYPE MAT  ,4,41,Polyurethane                                      
TYPE MAT  ,4,42,Polystyrene                                       
TYPE MAT  ,4,43,Polyvinyl                                         
TYPE MAT  ,4,44,Polyacrylic                                       
TYPE MAT  ,4,45,Polyester                                         
TYPE MAT  ,4,46,Polyolefin                                        
TYPE MAT  ,4,49,Plastic - Not Classified                          
TYPE MAT  ,5,50,Natural Product                                   
TYPE MAT  ,5,51,Rubber                                            
TYPE MAT  ,5,52,Cork                                              
TYPE MAT  ,5,53,Leather                                           
TYPE MAT  ,5,54,Grass/Leaves                                      
TYPE MAT  ,5,55,Grain/Natural Fiber                               
TYPE MAT  ,5,56,"Coal, Coke, Briquettes, Peat                      "
TYPE MAT  ,5,57,"Food, Starch                                      "
TYPE MAT  ,5,58,Tobacco                                           
TYPE MAT  ,5,59,Natural Product (class)                           
TYPE MAT  ,6,60,Wood/Paper                                        
TYPE MAT  ,6,61,Growing Wood                                      
TYPE MAT  ,6,62,Felled But Unsawn Wood                            
TYPE MAT  ,6,63,Sawn Wood                                         
TYPE MAT  ,6,64,Wood Shavings                                     
TYPE MAT  ,6,65,"Hardboard, Plywood                                "
TYPE MAT  ,6,66,"Fiberboard, Wood Pulp                             "
TYPE MAT  ,6,67,Untreated Paper                                   
TYPE MAT  ,6,68,Cardboard                                         
TYPE MAT  ,6,69,Wood/Paper (not Classified)                       
TYPE MAT  ,7,70,Fabric/Textile/Fur                                
